net_id,from_id,to_id,value
2007-06-30,PT,TR,4
2007-06-30,PT,GB,18519
2007-06-30,PT,US,4631
2007-06-30,KR,5A,290632
2007-06-30,KR,AU,1970
2007-06-30,KR,AT,2023
2007-06-30,KR,BE,3904
2007-06-30,KR,CL,51
2007-06-30,KR,TW,4871
2007-06-30,KR,FR,31712
2007-06-30,KR,DE,14248
2007-06-30,KR,GR,7
2007-06-30,KR,IT,1343
2007-06-30,KR,JP,21896
2007-06-30,KR,PT,116
2007-06-30,KR,ES,306
2007-06-30,KR,SE,358
2007-06-30,KR,GB,77581
2007-06-30,KR,US,72017
2007-06-30,ES,5A,898249
2007-06-30,ES,AU,1852
2007-06-30,ES,AT,7143
2007-06-30,ES,BE,49515
2007-06-30,ES,CL,141
2007-06-30,ES,TW,171
2007-06-30,ES,FR,137795
2007-06-30,ES,DE,258688
2007-06-30,ES,GR,59
2007-06-30,ES,IE,34738
2007-06-30,ES,IT,29697
2007-06-30,ES,JP,28473
2007-06-30,ES,NL,114989
2007-06-30,ES,PT,23510
2007-06-30,ES,SE,9232
2007-06-30,ES,CH,27030
2007-06-30,ES,TR,54
2007-06-30,ES,GB,127027
2007-06-30,ES,US,39220
2007-06-30,SE,5A,166634
2007-06-30,SE,AU,251
2007-06-30,SE,AT,1185
2007-06-30,SE,BE,3950
2007-06-30,SE,CL,2
2007-06-30,SE,TW,172
2007-06-30,SE,FR,14626
2007-06-30,SE,DE,41550
2007-06-30,SE,GR,73
2007-06-30,SE,IE,7497
2007-06-30,SE,IT,2500
2007-06-30,SE,JP,13094
2007-06-30,SE,NL,17112
2007-06-30,SE,PT,613
2007-06-30,SE,ES,4525
2007-06-30,SE,TR,72
2007-06-30,SE,GB,21888
2007-06-30,SE,US,16221
2007-06-30,CH,5A,346654
2007-06-30,CH,AU,4147
2007-06-30,CH,AT,8622
2007-06-30,CH,BE,18503
2007-06-30,CH,CL,42
2007-06-30,CH,TW,2116
2007-06-30,CH,FR,73604
2007-06-30,CH,DE,67941
2007-06-30,CH,GR,260
2007-06-30,CH,IE,6387
2007-06-30,CH,IT,13749
2007-06-30,CH,JP,22214
2007-06-30,CH,NL,19978
2007-06-30,CH,PT,1448
2007-06-30,CH,ES,6605
2007-06-30,CH,SE,4413
2007-06-30,CH,TR,1565
2007-06-30,CH,GB,57279
2007-06-30,CH,US,30718
2007-06-30,TR,5A,115941
2007-06-30,TR,AU,18
2007-06-30,TR,AT,990
2007-06-30,TR,BE,14666
2007-06-30,TR,CL,7
2007-06-30,TR,TW,165
2007-06-30,TR,FR,10950
2007-06-30,TR,DE,12960
2007-06-30,TR,GR,19212
2007-06-30,TR,JP,3204
2007-06-30,TR,PT,1189
2007-06-30,TR,ES,239
2007-06-30,TR,SE,235
2007-06-30,TR,GB,14631
2007-06-30,TR,US,15850
2007-06-30,GB,5A,3495813
2007-06-30,GB,AU,98921
2007-06-30,GB,AT,27217
2007-06-30,GB,BE,186911
2007-06-30,GB,CL,56
2007-06-30,GB,TW,8324
2007-06-30,GB,FR,395120
2007-06-30,GB,DE,839842
2007-06-30,GB,GR,5607
2007-06-30,GB,IE,210434
2007-06-30,GB,IT,83391
2007-06-30,GB,JP,133278
2007-06-30,GB,NL,365129
2007-06-30,GB,PT,11271
2007-06-30,GB,ES,333393
2007-06-30,GB,SE,59804
2007-06-30,GB,CH,300321
2007-06-30,GB,TR,3575
2007-06-30,GB,US,329612
2007-06-30,US,5A,6319498
2007-06-30,US,AU,41000
2007-06-30,US,AT,26890
2007-06-30,US,BE,174472
2007-06-30,US,CL,1340
2007-06-30,US,TW,43673
2007-06-30,US,FR,736395
2007-06-30,US,DE,787390
2007-06-30,US,GR,3956
2007-06-30,US,IE,66534
2007-06-30,US,IT,52781
2007-06-30,US,JP,789044
2007-06-30,US,NL,648290
2007-06-30,US,PT,12382
2007-06-30,US,ES,112722
2007-06-30,US,SE,54103
2007-06-30,US,CH,1211845
2007-06-30,US,TR,2264
2007-06-30,US,GB,1151387
2007-09-30,AU,5A,554233
2007-09-30,AU,AT,2744
2007-09-30,AU,BE,11785
2007-09-30,AU,CA,16401
2007-09-30,AU,TW,3841
2007-09-30,AU,FR,52938
2007-09-30,AU,DE,55724
2007-09-30,AU,GR,43
2007-09-30,AU,IE,8770
2007-09-30,AU,IT,1994
2007-09-30,AU,JP,50959
2007-09-30,AU,NL,96577
2007-09-30,AU,PT,389
2007-09-30,AU,ES,2681
2007-09-30,AU,SE,4470
2007-09-30,AU,TR,6
2007-09-30,AU,GB,149814
2007-09-30,AU,US,48606
2007-09-30,AT,5A,338530
2007-09-30,AT,AU,898
2007-09-30,AT,BE,8003
2007-09-30,AT,CA,3526
2007-09-30,AT,TW,718
2007-09-30,AT,FR,21682
2007-09-30,AT,DE,99914
2007-09-30,AT,GR,672
2007-09-30,AT,IE,14065
2007-09-30,AT,IT,116205
2007-09-30,AT,JP,8709
2007-09-30,AT,NL,11600
2007-09-30,AT,PT,1155
2007-09-30,AT,ES,3179
2007-09-30,AT,SE,2386
2007-09-30,AT,CH,19749
2007-09-30,AT,TR,1355
2007-09-30,AT,GB,15244
2007-09-30,AT,US,7965
2007-09-30,BE,5A,495435
2007-09-30,BE,AU,1128
2007-09-30,BE,AT,3113
2007-09-30,BE,CA,4579
2007-09-30,BE,CL,2
2007-09-30,BE,TW,1552
2007-09-30,BE,FR,80725
2007-09-30,BE,DE,56624
2007-09-30,BE,GR,1468
2007-09-30,BE,IE,8084
2007-09-30,BE,IT,10802
2007-09-30,BE,JP,21496
2007-09-30,BE,PT,1774
2007-09-30,BE,ES,15432
2007-09-30,BE,SE,6953
2007-09-30,BE,TR,1117
2007-09-30,BE,GB,66931
2007-09-30,BE,US,23393
2007-09-30,CA,5A,378268
2007-09-30,CA,AU,3319
2007-09-30,CA,AT,1598
2007-09-30,CA,BE,4910
2007-09-30,CA,CL,72
2007-09-30,CA,TW,1007
2007-09-30,CA,FR,28399
2007-09-30,CA,DE,38942
2007-09-30,CA,GR,14
2007-09-30,CA,IE,12375
2007-09-30,CA,IT,1859
2007-09-30,CA,JP,42556
2007-09-30,CA,NL,43062
2007-09-30,CA,PT,139
2007-09-30,CA,ES,2831
2007-09-30,CA,SE,3008
2007-09-30,CA,CH,22764
2007-09-30,CA,TR,76
2007-09-30,CA,GB,96029
2007-09-30,CA,US,72480
2007-09-30,CL,5A,68974
2007-09-30,CL,AU,162
2007-09-30,CL,AT,61
2007-09-30,CL,BE,169
2007-09-30,CL,TW,54
2007-09-30,CL,FR,2115
2007-09-30,CL,DE,3627
2007-09-30,CL,IT,765
2007-09-30,CL,JP,1167
2007-09-30,CL,PT,44
2007-09-30,CL,ES,40929
2007-09-30,CL,SE,28
2007-09-30,CL,GB,2149
2007-09-30,CL,US,7875
2007-09-30,FI,5A,160790
2007-09-30,FI,AU,360
2007-09-30,FI,AT,1295
2007-09-30,FI,BE,3247
2007-09-30,FI,CA,625
2007-09-30,FI,CL,1
2007-09-30,FI,TW,55
2007-09-30,FI,FR,8414
2007-09-30,FI,DE,15835
2007-09-30,FI,GR,407
2007-09-30,FI,IT,3416
2007-09-30,FI,JP,5151
2007-09-30,FI,NL,5422
2007-09-30,FI,PT,47
2007-09-30,FI,ES,2012
2007-09-30,FI,SE,93902
2007-09-30,FI,TR,16
2007-09-30,FI,GB,9631
2007-09-30,FI,US,3246
2007-09-30,FR,5A,1392728
2007-09-30,FR,AU,7350
2007-09-30,FR,AT,12607
2007-09-30,FR,BE,145203
2007-09-30,FR,CA,14652
2007-09-30,FR,CL,66
2007-09-30,FR,TW,5728
2007-09-30,FR,DE,232249
2007-09-30,FR,GR,1270
2007-09-30,FR,IE,30109
2007-09-30,FR,IT,51074
2007-09-30,FR,JP,130398
2007-09-30,FR,NL,197778
2007-09-30,FR,PT,7293
2007-09-30,FR,ES,73824
2007-09-30,FR,SE,11131
2007-09-30,FR,CH,88472
2007-09-30,FR,TR,541
2007-09-30,FR,GB,316158
2007-09-30,FR,US,62202
2007-09-30,DE,5A,1852456
2007-09-30,DE,AU,11798
2007-09-30,DE,AT,57298
2007-09-30,DE,BE,80140
2007-09-30,DE,CA,17077
2007-09-30,DE,CL,59
2007-09-30,DE,TW,5795
2007-09-30,DE,FR,212969
2007-09-30,DE,GR,1230
2007-09-30,DE,IE,83496
2007-09-30,DE,IT,379758
2007-09-30,DE,JP,148502
2007-09-30,DE,NL,200678
2007-09-30,DE,PT,14294
2007-09-30,DE,ES,61267
2007-09-30,DE,SE,72945
2007-09-30,DE,CH,152043
2007-09-30,DE,TR,5666
2007-09-30,DE,GB,215632
2007-09-30,DE,US,121331
2007-09-30,GR,5A,244274
2007-09-30,GR,AU,25
2007-09-30,GR,AT,5783
2007-09-30,GR,BE,13048
2007-09-30,GR,CA,448
2007-09-30,GR,CL,6
2007-09-30,GR,TW,122
2007-09-30,GR,FR,58583
2007-09-30,GR,DE,36328
2007-09-30,GR,IE,9230
2007-09-30,GR,IT,9767
2007-09-30,GR,JP,7176
2007-09-30,GR,NL,19258
2007-09-30,GR,PT,5194
2007-09-30,GR,ES,1111
2007-09-30,GR,SE,512
2007-09-30,GR,TR,165
2007-09-30,GR,GB,11988
2007-09-30,GR,US,7805
2007-09-30,IN,5A,172831
2007-09-30,IN,AU,1759
2007-09-30,IN,AT,746
2007-09-30,IN,BE,2370
2007-09-30,IN,CL,42
2007-09-30,IN,TW,3797
2007-09-30,IN,FR,10955
2007-09-30,IN,DE,13969
2007-09-30,IN,GR,7
2007-09-30,IN,IT,1469
2007-09-30,IN,JP,11006
2007-09-30,IN,PT,81
2007-09-30,IN,ES,701
2007-09-30,IN,SE,369
2007-09-30,IN,GB,40609
2007-09-30,IN,US,47363
2007-09-30,IE,5A,749110
2007-09-30,IE,AU,4080
2007-09-30,IE,AT,10381
2007-09-30,IE,BE,50216
2007-09-30,IE,CA,14852
2007-09-30,IE,TW,2716
2007-09-30,IE,FR,78043
2007-09-30,IE,DE,186265
2007-09-30,IE,GR,396
2007-09-30,IE,IT,22692
2007-09-30,IE,JP,32113
2007-09-30,IE,NL,44600
2007-09-30,IE,PT,3417
2007-09-30,IE,ES,24360
2007-09-30,IE,SE,5433
2007-09-30,IE,CH,25968
2007-09-30,IE,TR,256
2007-09-30,IE,GB,200311
2007-09-30,IE,US,39442
2007-09-30,IT,5A,1151465
2007-09-30,IT,AU,2641
2007-09-30,IT,AT,25846
2007-09-30,IT,BE,54657
2007-09-30,IT,CA,4565
2007-09-30,IT,CL,44
2007-09-30,IT,TW,605
2007-09-30,IT,FR,384821
2007-09-30,IT,DE,222254
2007-09-30,IT,GR,753
2007-09-30,IT,IE,48477
2007-09-30,IT,JP,48902
2007-09-30,IT,NL,139783
2007-09-30,IT,PT,7441
2007-09-30,IT,ES,42283
2007-09-30,IT,SE,3390
2007-09-30,IT,CH,41876
2007-09-30,IT,TR,572
2007-09-30,IT,GB,87732
2007-09-30,IT,US,32304
2007-09-30,JP,5A,773939
2007-09-30,JP,AU,2072
2007-09-30,JP,AT,2299
2007-09-30,JP,BE,3035
2007-09-30,JP,CA,4758
2007-09-30,JP,CL,12
2007-09-30,JP,TW,7008
2007-09-30,JP,FR,147070
2007-09-30,JP,DE,84786
2007-09-30,JP,GR,12
2007-09-30,JP,IE,12564
2007-09-30,JP,IT,5789
2007-09-30,JP,NL,57585
2007-09-30,JP,PT,195
2007-09-30,JP,ES,4417
2007-09-30,JP,SE,776
2007-09-30,JP,TR,744
2007-09-30,JP,GB,107037
2007-09-30,JP,US,140171
2007-09-30,NL,5A,1019753
2007-09-30,NL,AU,13957
2007-09-30,NL,AT,14399
2007-09-30,NL,BE,228584
2007-09-30,NL,CA,11705
2007-09-30,NL,CL,18
2007-09-30,NL,TW,2576
2007-09-30,NL,FR,144479
2007-09-30,NL,DE,166375
2007-09-30,NL,GR,743
2007-09-30,NL,IE,19896
2007-09-30,NL,IT,27455
2007-09-30,NL,JP,58630
2007-09-30,NL,PT,4900
2007-09-30,NL,ES,25617
2007-09-30,NL,SE,11151
2007-09-30,NL,TR,3002
2007-09-30,NL,GB,148948
2007-09-30,NL,US,69012
2007-09-30,PT,5A,216724
2007-09-30,PT,AU,290
2007-09-30,PT,AT,2333
2007-09-30,PT,BE,11687
2007-09-30,PT,CA,608
2007-09-30,PT,TW,52
2007-09-30,PT,FR,23207
2007-09-30,PT,DE,40292
2007-09-30,PT,GR,49
2007-09-30,PT,IE,8058
2007-09-30,PT,IT,8241
2007-09-30,PT,JP,3026
2007-09-30,PT,NL,17333
2007-09-30,PT,ES,71065
2007-09-30,PT,SE,685
2007-09-30,PT,TR,3
2007-09-30,PT,GB,20187
2007-09-30,PT,US,4392
2007-09-30,KR,5A,309865
2007-09-30,KR,AU,2292
2007-09-30,KR,AT,2035
2007-09-30,KR,BE,4147
2007-09-30,KR,CA,4181
2007-09-30,KR,CL,23
2007-09-30,KR,TW,4926
2007-09-30,KR,FR,34839
2007-09-30,KR,DE,15006
2007-09-30,KR,GR,8
2007-09-30,KR,IT,1637
2007-09-30,KR,JP,24196
2007-09-30,KR,PT,25
2007-09-30,KR,ES,503
2007-09-30,KR,SE,399
2007-09-30,KR,GB,81787
2007-09-30,KR,US,74496
2007-09-30,ES,5A,956264
2007-09-30,ES,AU,981
2007-09-30,ES,AT,7738
2007-09-30,ES,BE,48712
2007-09-30,ES,CA,5079
2007-09-30,ES,CL,157
2007-09-30,ES,TW,115
2007-09-30,ES,FR,156241
2007-09-30,ES,DE,275832
2007-09-30,ES,GR,277
2007-09-30,ES,IE,36744
2007-09-30,ES,IT,28767
2007-09-30,ES,JP,28910
2007-09-30,ES,NL,123231
2007-09-30,ES,PT,24867
2007-09-30,ES,SE,8856
2007-09-30,ES,CH,33046
2007-09-30,ES,TR,96
2007-09-30,ES,GB,129617
2007-09-30,ES,US,41707
2007-09-30,SE,5A,174885
2007-09-30,SE,AU,659
2007-09-30,SE,AT,1355
2007-09-30,SE,BE,3817
2007-09-30,SE,CA,3076
2007-09-30,SE,CL,2
2007-09-30,SE,TW,165
2007-09-30,SE,FR,12885
2007-09-30,SE,DE,45366
2007-09-30,SE,GR,36
2007-09-30,SE,IE,8156
2007-09-30,SE,IT,2515
2007-09-30,SE,JP,15128
2007-09-30,SE,NL,21839
2007-09-30,SE,PT,305
2007-09-30,SE,ES,3740
2007-09-30,SE,TR,75
2007-09-30,SE,GB,26390
2007-09-30,SE,US,13136
2007-09-30,CH,5A,339418
2007-09-30,CH,AU,4278
2007-09-30,CH,AT,9026
2007-09-30,CH,BE,13267
2007-09-30,CH,CA,2789
2007-09-30,CH,CL,48
2007-09-30,CH,TW,2076
2007-09-30,CH,FR,68104
2007-09-30,CH,DE,67336
2007-09-30,CH,GR,249
2007-09-30,CH,IE,7829
2007-09-30,CH,IT,14096
2007-09-30,CH,JP,22893
2007-09-30,CH,NL,24963
2007-09-30,CH,PT,1813
2007-09-30,CH,ES,6703
2007-09-30,CH,SE,3528
2007-09-30,CH,TR,986
2007-09-30,CH,GB,60869
2007-09-30,CH,US,24640
2007-09-30,TR,5A,126022
2007-09-30,TR,AU,19
2007-09-30,TR,AT,2101
2007-09-30,TR,BE,13363
2007-09-30,TR,CA,753
2007-09-30,TR,CL,7
2007-09-30,TR,TW,162
2007-09-30,TR,FR,11659
2007-09-30,TR,DE,13335
2007-09-30,TR,GR,25089
2007-09-30,TR,JP,3552
2007-09-30,TR,PT,1345
2007-09-30,TR,ES,213
2007-09-30,TR,SE,193
2007-09-30,TR,GB,16169
2007-09-30,TR,US,17516
2007-09-30,GB,5A,3538397
2007-09-30,GB,AU,105896
2007-09-30,GB,AT,33247
2007-09-30,GB,BE,201476
2007-09-30,GB,CA,84638
2007-09-30,GB,CL,74
2007-09-30,GB,TW,9008
2007-09-30,GB,FR,391630
2007-09-30,GB,DE,806482
2007-09-30,GB,GR,7490
2007-09-30,GB,IE,220661
2007-09-30,GB,IT,63793
2007-09-30,GB,JP,155530
2007-09-30,GB,NL,363727
2007-09-30,GB,PT,11045
2007-09-30,GB,ES,348579
2007-09-30,GB,SE,59323
2007-09-30,GB,CH,319201
2007-09-30,GB,TR,4297
2007-09-30,GB,US,322894
2007-09-30,US,5A,6423613
2007-09-30,US,AU,38831
2007-09-30,US,AT,26264
2007-09-30,US,BE,172720
2007-09-30,US,CA,393917
2007-09-30,US,CL,1120
2007-09-30,US,TW,50836
2007-09-30,US,FR,712186
2007-09-30,US,DE,851757
2007-09-30,US,GR,2275
2007-09-30,US,IE,77812
2007-09-30,US,IT,56753
2007-09-30,US,JP,810570
2007-09-30,US,NL,577638
2007-09-30,US,PT,10733
2007-09-30,US,ES,139997
2007-09-30,US,SE,53139
2007-09-30,US,CH,1141030
2007-09-30,US,TR,1723
2007-09-30,US,GB,1278564
2007-12-31,AU,5A,579312
2007-12-31,AU,AT,3005
2007-12-31,AU,BE,10191
2007-12-31,AU,CA,15527
2007-12-31,AU,TW,3891
2007-12-31,AU,FR,56366
2007-12-31,AU,DE,65364
2007-12-31,AU,GR,40
2007-12-31,AU,IE,9100
2007-12-31,AU,IT,2004
2007-12-31,AU,JP,58712
2007-12-31,AU,NL,89890
2007-12-31,AU,PT,528
2007-12-31,AU,ES,3315
2007-12-31,AU,SE,3813
2007-12-31,AU,TR,80
2007-12-31,AU,GB,156005
2007-12-31,AU,US,50699
2007-12-31,AT,5A,355440
2007-12-31,AT,AU,419
2007-12-31,AT,BE,7386
2007-12-31,AT,CA,1664
2007-12-31,AT,TW,572
2007-12-31,AT,FR,26608
2007-12-31,AT,DE,115616
2007-12-31,AT,GR,495
2007-12-31,AT,IE,14480
2007-12-31,AT,IT,123089
2007-12-31,AT,JP,8445
2007-12-31,AT,NL,11023
2007-12-31,AT,PT,818
2007-12-31,AT,ES,3246
2007-12-31,AT,SE,2408
2007-12-31,AT,CH,17184
2007-12-31,AT,TR,739
2007-12-31,AT,GB,13046
2007-12-31,AT,US,7388
2007-12-31,BE,5A,517186
2007-12-31,BE,AU,1939
2007-12-31,BE,AT,4683
2007-12-31,BE,CA,4583
2007-12-31,BE,CL,32
2007-12-31,BE,TW,2027
2007-12-31,BE,FR,112544
2007-12-31,BE,DE,56103
2007-12-31,BE,GR,767
2007-12-31,BE,IE,8305
2007-12-31,BE,IT,10225
2007-12-31,BE,JP,24626
2007-12-31,BE,PT,1851
2007-12-31,BE,ES,15879
2007-12-31,BE,SE,4621
2007-12-31,BE,TR,914
2007-12-31,BE,GB,57039
2007-12-31,BE,US,17856
2007-12-31,CA,5A,388512
2007-12-31,CA,AU,3516
2007-12-31,CA,AT,1736
2007-12-31,CA,BE,6465
2007-12-31,CA,CL,66
2007-12-31,CA,TW,1240
2007-12-31,CA,FR,28796
2007-12-31,CA,DE,42967
2007-12-31,CA,GR,87
2007-12-31,CA,IE,12561
2007-12-31,CA,IT,2279
2007-12-31,CA,JP,46697
2007-12-31,CA,NL,41413
2007-12-31,CA,PT,205
2007-12-31,CA,ES,2139
2007-12-31,CA,SE,2728
2007-12-31,CA,CH,21967
2007-12-31,CA,TR,81
2007-12-31,CA,GB,100843
2007-12-31,CA,US,68799
2007-12-31,CL,5A,76174
2007-12-31,CL,AU,528
2007-12-31,CL,AT,61
2007-12-31,CL,BE,384
2007-12-31,CL,TW,58
2007-12-31,CL,FR,2386
2007-12-31,CL,DE,4363
2007-12-31,CL,IT,777
2007-12-31,CL,JP,1193
2007-12-31,CL,PT,24
2007-12-31,CL,ES,45478
2007-12-31,CL,SE,34
2007-12-31,CL,GB,2222
2007-12-31,CL,US,8466
2007-12-31,FI,5A,172526
2007-12-31,FI,AU,285
2007-12-31,FI,AT,1281
2007-12-31,FI,BE,3059
2007-12-31,FI,CA,610
2007-12-31,FI,TW,14
2007-12-31,FI,FR,9270
2007-12-31,FI,DE,16277
2007-12-31,FI,GR,25
2007-12-31,FI,IT,2849
2007-12-31,FI,JP,5569
2007-12-31,FI,NL,5238
2007-12-31,FI,PT,122
2007-12-31,FI,ES,2067
2007-12-31,FI,SE,104130
2007-12-31,FI,TR,11
2007-12-31,FI,GB,10036
2007-12-31,FI,US,3967
2007-12-31,FR,5A,1321573
2007-12-31,FR,AU,11566
2007-12-31,FR,AT,10178
2007-12-31,FR,BE,125170
2007-12-31,FR,CA,13254
2007-12-31,FR,CL,78
2007-12-31,FR,TW,5146
2007-12-31,FR,DE,228913
2007-12-31,FR,GR,1097
2007-12-31,FR,IE,32451
2007-12-31,FR,IT,47380
2007-12-31,FR,JP,135014
2007-12-31,FR,NL,175682
2007-12-31,FR,PT,5813
2007-12-31,FR,ES,64914
2007-12-31,FR,SE,11690
2007-12-31,FR,CH,82060
2007-12-31,FR,TR,436
2007-12-31,FR,GB,294404
2007-12-31,FR,US,71255
2007-12-31,DE,5A,1877814
2007-12-31,DE,AU,12597
2007-12-31,DE,AT,60922
2007-12-31,DE,BE,83897
2007-12-31,DE,CA,17311
2007-12-31,DE,CL,269
2007-12-31,DE,TW,5933
2007-12-31,DE,FR,259702
2007-12-31,DE,GR,943
2007-12-31,DE,IE,87914
2007-12-31,DE,IT,374641
2007-12-31,DE,JP,166511
2007-12-31,DE,NL,203804
2007-12-31,DE,PT,12308
2007-12-31,DE,ES,53078
2007-12-31,DE,SE,74442
2007-12-31,DE,CH,144003
2007-12-31,DE,TR,6493
2007-12-31,DE,GB,196635
2007-12-31,DE,US,105232
2007-12-31,GR,5A,264965
2007-12-31,GR,AU,75
2007-12-31,GR,AT,6329
2007-12-31,GR,BE,15061
2007-12-31,GR,CA,655
2007-12-31,GR,CL,6
2007-12-31,GR,TW,158
2007-12-31,GR,FR,64024
2007-12-31,GR,DE,41835
2007-12-31,GR,IE,9494
2007-12-31,GR,IT,11395
2007-12-31,GR,JP,7853
2007-12-31,GR,NL,20833
2007-12-31,GR,PT,6541
2007-12-31,GR,ES,973
2007-12-31,GR,SE,476
2007-12-31,GR,TR,67
2007-12-31,GR,GB,14342
2007-12-31,GR,US,8824
2007-12-31,IN,5A,198377
2007-12-31,IN,AU,2092
2007-12-31,IN,AT,796
2007-12-31,IN,BE,3210
2007-12-31,IN,CL,43
2007-12-31,IN,TW,4221
2007-12-31,IN,FR,11834
2007-12-31,IN,DE,15421
2007-12-31,IN,GR,13
2007-12-31,IN,IT,1858
2007-12-31,IN,JP,13107
2007-12-31,IN,PT,119
2007-12-31,IN,ES,958
2007-12-31,IN,SE,513
2007-12-31,IN,GB,47105
2007-12-31,IN,US,52907
2007-12-31,IE,5A,807201
2007-12-31,IE,AU,5811
2007-12-31,IE,AT,9073
2007-12-31,IE,BE,66056
2007-12-31,IE,CA,15735
2007-12-31,IE,TW,3762
2007-12-31,IE,FR,94259
2007-12-31,IE,DE,203082
2007-12-31,IE,GR,553
2007-12-31,IE,IT,26913
2007-12-31,IE,JP,34145
2007-12-31,IE,NL,44597
2007-12-31,IE,PT,3114
2007-12-31,IE,ES,23875
2007-12-31,IE,SE,4786
2007-12-31,IE,CH,26422
2007-12-31,IE,TR,417
2007-12-31,IE,GB,205513
2007-12-31,IE,US,35334
2007-12-31,IT,5A,1284402
2007-12-31,IT,AU,3044
2007-12-31,IT,AT,26087
2007-12-31,IT,BE,55950
2007-12-31,IT,CA,3489
2007-12-31,IT,CL,69
2007-12-31,IT,TW,765
2007-12-31,IT,FR,481304
2007-12-31,IT,DE,248107
2007-12-31,IT,GR,266
2007-12-31,IT,IE,50313
2007-12-31,IT,JP,53016
2007-12-31,IT,NL,148887
2007-12-31,IT,PT,5232
2007-12-31,IT,ES,36087
2007-12-31,IT,SE,3875
2007-12-31,IT,CH,38280
2007-12-31,IT,TR,481
2007-12-31,IT,GB,90662
2007-12-31,IT,US,35639
2007-12-31,JP,5A,778452
2007-12-31,JP,AU,1780
2007-12-31,JP,AT,1160
2007-12-31,JP,BE,4692
2007-12-31,JP,CA,4917
2007-12-31,JP,CL,15
2007-12-31,JP,TW,5624
2007-12-31,JP,FR,166649
2007-12-31,JP,DE,83220
2007-12-31,JP,GR,30
2007-12-31,JP,IE,13076
2007-12-31,JP,IT,4838
2007-12-31,JP,NL,56019
2007-12-31,JP,PT,94
2007-12-31,JP,ES,4231
2007-12-31,JP,SE,452
2007-12-31,JP,TR,540
2007-12-31,JP,GB,124077
2007-12-31,JP,US,127618
2007-12-31,NL,5A,1063554
2007-12-31,NL,AU,9874
2007-12-31,NL,AT,15851
2007-12-31,NL,BE,256639
2007-12-31,NL,CA,8565
2007-12-31,NL,CL,21
2007-12-31,NL,TW,2777
2007-12-31,NL,FR,145449
2007-12-31,NL,DE,171214
2007-12-31,NL,GR,605
2007-12-31,NL,IE,19987
2007-12-31,NL,IT,27684
2007-12-31,NL,JP,58001
2007-12-31,NL,PT,5183
2007-12-31,NL,ES,56828
2007-12-31,NL,SE,13702
2007-12-31,NL,TR,3169
2007-12-31,NL,GB,149234
2007-12-31,NL,US,60525
2007-12-31,PT,5A,237343
2007-12-31,PT,AU,63
2007-12-31,PT,AT,2583
2007-12-31,PT,BE,11281
2007-12-31,PT,CA,599
2007-12-31,PT,TW,60
2007-12-31,PT,FR,32587
2007-12-31,PT,DE,47372
2007-12-31,PT,GR,41
2007-12-31,PT,IE,8550
2007-12-31,PT,IT,8004
2007-12-31,PT,JP,3279
2007-12-31,PT,NL,17472
2007-12-31,PT,ES,76171
2007-12-31,PT,SE,625
2007-12-31,PT,TR,4
2007-12-31,PT,GB,20196
2007-12-31,PT,US,3562
2007-12-31,KR,5A,331205
2007-12-31,KR,AU,2562
2007-12-31,KR,AT,1845
2007-12-31,KR,BE,7025
2007-12-31,KR,CA,4309
2007-12-31,KR,CL,56
2007-12-31,KR,TW,5283
2007-12-31,KR,FR,40236
2007-12-31,KR,DE,18803
2007-12-31,KR,GR,8
2007-12-31,KR,IT,1858
2007-12-31,KR,JP,27983
2007-12-31,KR,PT,17
2007-12-31,KR,ES,692
2007-12-31,KR,SE,330
2007-12-31,KR,GB,87337
2007-12-31,KR,US,72064
2007-12-31,ES,5A,1011656
2007-12-31,ES,AU,2243
2007-12-31,ES,AT,8205
2007-12-31,ES,BE,44470
2007-12-31,ES,CA,4411
2007-12-31,ES,CL,145
2007-12-31,ES,TW,138
2007-12-31,ES,FR,189540
2007-12-31,ES,DE,292899
2007-12-31,ES,GR,127
2007-12-31,ES,IE,38424
2007-12-31,ES,IT,27025
2007-12-31,ES,JP,29942
2007-12-31,ES,NL,133817
2007-12-31,ES,PT,27710
2007-12-31,ES,SE,9549
2007-12-31,ES,CH,30506
2007-12-31,ES,TR,29
2007-12-31,ES,GB,125771
2007-12-31,ES,US,41320
2007-12-31,SE,5A,167427
2007-12-31,SE,AU,133
2007-12-31,SE,AT,1645
2007-12-31,SE,BE,3843
2007-12-31,SE,CA,2290
2007-12-31,SE,CL,5
2007-12-31,SE,TW,248
2007-12-31,SE,FR,17888
2007-12-31,SE,DE,42676
2007-12-31,SE,GR,28
2007-12-31,SE,IE,7596
2007-12-31,SE,IT,2620
2007-12-31,SE,JP,14653
2007-12-31,SE,NL,15417
2007-12-31,SE,PT,509
2007-12-31,SE,ES,3550
2007-12-31,SE,TR,303
2007-12-31,SE,GB,24371
2007-12-31,SE,US,11962
2007-12-31,CH,5A,345070
2007-12-31,CH,AU,3668
2007-12-31,CH,AT,9486
2007-12-31,CH,BE,13283
2007-12-31,CH,CA,3653
2007-12-31,CH,CL,60
2007-12-31,CH,TW,2033
2007-12-31,CH,FR,72906
2007-12-31,CH,DE,72691
2007-12-31,CH,GR,289
2007-12-31,CH,IE,5647
2007-12-31,CH,IT,14292
2007-12-31,CH,JP,25172
2007-12-31,CH,NL,26141
2007-12-31,CH,PT,3260
2007-12-31,CH,ES,5704
2007-12-31,CH,SE,3628
2007-12-31,CH,TR,964
2007-12-31,CH,GB,54742
